speed,lat,lon,is_fishing,shiptype,label
10.6000003815,23.9631118774,165.592956543,1.0,unknown,1
6.5,28.7538738251,173.2722015381,1.0,drifting_longlines,1
4.6999998093,-4.4796667099,-173.582824707,1.0,drifting_longlines,1
6.3000001907000005,10.4343519211,-76.0725860596,1.0,drifting_longlines,1
0.400000006,38.1359863281,-28.4461708069,1.0,unknown,1
6.099999904600001,-11.095166206400002,-113.5859985352,1.0,drifting_longlines,1
4.5,69.7766342163,16.6880664825,1.0,trawlers,1
5.1999998093,43.6291656494,13.7527351379,1.0,unknown,1
0.6999999881,-44.2274475098,-2.3776166439,1.0,drifting_longlines,1
6.900000095399999,17.032373428299998,-175.1964416504,1.0,drifting_longlines,1
3.2999999523000003,53.51229858399999,6.2078485489,1.0,unknown,1
1.2000000477,70.2804031372,17.2133140564,1.0,trawlers,1
9.8999996185,2.4968934059,-148.0335998535,1.0,drifting_longlines,1
2.2999999523,43.7231750488,-8.839964866599999,1.0,trawlers,1
3.0999999046,37.5342254639,-1.0731416941,0.6666667,trawlers,1
5.1999998093,10.1815214157,-76.2695999146,1.0,drifting_longlines,1
9.6999998093,42.0631484985,15.0538654327,1.0,trawlers,1
1.0,-28.4934368134,-123.1058807373,1.0,drifting_longlines,1
3.0,-17.619167327899998,-113.454826355,1.0,drifting_longlines,1
7.900000095399999,-18.1876659393,38.7630004883,1.0,drifting_longlines,1
4.5,71.1742630005,18.4300251007,1.0,trawlers,1
3.9000000954,44.0561943054,13.0726680756,1.0,trawlers,1
7.099999904600001,49.8559265137,-2.4145584106,1.0,fixed_gear,1
2.0999999046,54.3058547974,-9.1847000122,1.0,trawlers,1
2.5999999046,36.3114089966,12.2340965271,1.0,trawlers,1
5.3000001907,-20.083322525,161.7057800293,1.0,drifting_longlines,1
4.0,70.1639633179,17.5295295715,1.0,trawlers,1
1.7999999523,-11.2712898254,163.5857849121,1.0,drifting_longlines,1
2.2000000477,28.0529766083,163.8388824463,1.0,drifting_longlines,1
3.2000000477,42.9243392944,28.0277671814,1.0,unknown,1
4.9000000954,-14.6566667557,-119.3823318481,1.0,drifting_longlines,1
10.8000001907,45.3027496338,-47.9628982544,1.0,drifting_longlines,1
11.3999996185,-19.655462265,5.648431778,1.0,drifting_longlines,1
3.2999999523000003,-6.8826398849,158.1499023438,1.0,drifting_longlines,1
3.7999999523,-41.2588119507,5.7631316185,1.0,drifting_longlines,1
4.5999999046,35.4681167603,-48.1960334778,1.0,drifting_longlines,1
0.3000000119,51.58507919310001,-8.028011322000001,1.0,unknown,1
5.0,4.9821667671,-23.889833450300003,1.0,drifting_longlines,1
8.3999996185,-28.2777404785,-122.065864563,1.0,drifting_longlines,1
4.0,69.70914459229999,16.2897472382,1.0,trawlers,1
11.3000001907,-6.8696665764,-119.3231735229,0.6666667,drifting_longlines,1
3.4000000954000003,-24.5444297791,36.0886650085,1.0,drifting_longlines,1
0.8000000119,-9.4113664627,0.6547333597999999,1.0,drifting_longlines,1
3.7999999523,70.26736450199999,17.1799068451,1.0,trawlers,1
5.6999998093,-19.5843334198,43.5713348389,1.0,drifting_longlines,1
5.3000001907,10.4239969254,-76.0790100098,1.0,drifting_longlines,1
3.7999999523,76.5880813599,18.5873737335,1.0,trawlers,1
3.2000000477,68.2973937988,12.2033214569,1.0,trawlers,1
4.8000001907,-9.5403900146,165.6268615723,1.0,drifting_longlines,1
0.200000003,38.5368881226,-28.5308666229,0.25,unknown,1
